2	mi_pl_nom	dwa
2	mp_pl_nom	dwaj
2	mp_pl_nom	dwaji
2	f_pl_nom	dwie
2	pl_gen	dwùch
2	pl_ins	dwùm
2	pl_dat	dwùm
2	pl_dat	dwùma
2	compound	dwu
3	mi_pl_nom	trzë
3	mp_pl_nom	trzej
3	mp_pl_nom	trzeji
3	pl_gen	trzech
3	pl_ins	trzema
3	pl_ins	trzem
3	pl_dat	trzem
3	pl_dat	trzema
3	compound	trzë
4	mi_pl_nom	sztërë
4	mp_pl_nom	sztërzej
4	mp_pl_nom	sztërzeji
4	mp_pl_nom	sztërzech
4	pl_gen	sztërzech
4	pl_ins	sztërzema
4	pl_ins	sztërzem
4	pl_dat	sztërzem
4	pl_dat	sztërzema
4	compound	sztëro
4	compound	sztërë
5	compound	piãc
5	compound	piãco
6	compound	szesc
6	compound	szesco
7	compound	sétmë
7	compound	sédmë
8	compound	òsmë
9	compound	dzewiãc
9	compound	dzewiãco
