1	mi_sg_nom	jeden
1	mi_sg_gen	jednégò
1	mi_sg_dat	jednémù
1	mi_sg_acc	jeden
1	mi_sg_ins	jednym
1	mi_sg_loc	jednym
1	mi_sg_voc	jeden
1	ma_sg_nom	jeden
1	ma_sg_gen	jednégò
1	ma_sg_dat	jednémù
1	ma_sg_acc	jednégò
1	ma_sg_ins	jednym
1	ma_sg_loc	jednym
1	ma_sg_voc	jeden
1	mp_sg_nom	jeden
1	mp_sg_gen	jednégò
1	mp_sg_dat	jednémù
1	mp_sg_acc	jednégò
1	mp_sg_ins	jednym
1	mp_sg_loc	jednym
1	mp_sg_voc	jeden
1	nt_sg_nom	jedno
1	nt_sg_gen	jednégò
1	nt_sg_dat	jednémù
1	nt_sg_acc	jedno
1	nt_sg_ins	jednym
1	nt_sg_loc	jednym
1	nt_sg_voc	jedno
1	f_sg_nom	jedna
1	f_sg_gen	jedny
1	f_sg_dat	jedny
1	f_sg_acc	jednã
1	f_sg_ins	jedną
1	f_sg_loc	jedny
1	f_sg_voc	jedna
1	mi_pl_nom	jedne
1	mi_pl_gen	jednëch
1	mi_pl_dat	jednym
1	mi_pl_acc	jedne
1	mi_pl_ins	jednyma
1	mi_pl_loc	jednëch
1	mi_pl_voc	jedne
1	ma_pl_nom	jedne
1	ma_pl_gen	jednëch
1	ma_pl_dat	jednym
1	ma_pl_acc	jedne
1	ma_pl_ins	jednyma
1	ma_pl_loc	jednëch
1	ma_pl_voc	jedne
1	mp_pl_nom	jedny
1	mp_pl_gen	jednëch
1	mp_pl_dat	jednym
1	mp_pl_acc	jednëch
1	mp_pl_ins	jednyma
1	mp_pl_loc	jednëch
1	mp_pl_voc	jedny
1	nt_pl_nom	jedne
1	nt_pl_gen	jednëch
1	nt_pl_dat	jednym
1	nt_pl_acc	jedne
1	nt_pl_ins	jednyma
1	nt_pl_loc	jednëch
1	nt_pl_voc	jedne
1	f_pl_nom	jedne
1	f_pl_gen	jednëch
1	f_pl_dat	jednym
1	f_pl_acc	jedne
1	f_pl_ins	jednyma
1	f_pl_loc	jednëch
1	f_pl_voc	jedne
1	pl_nom	jedne
1	pl_gen	jednëch
1	pl_dat	jednym
1	pl_acc	jedne
1	pl_ins	jednyma
1	pl_loc	jednëch
1	pl_voc	jedne
1	compound	jedno
1	fixed	jeden
